Movie_Name,genres,actor_1_name,Polarity,Subjectivity,actor_2_name,Imdb Score
Aa Gaya Hero,Action,Govinda||Poonam Pandey|Sweta Sharma|Chandrachur Singh|Makrand Deshpande|,0.066666667,0.216666667,Richa Sharma,2.9
Sarkar 3,Action|Crime|Drama,Amitabh Bachchan||Abhishek Bachchan|Jackie Shroff|Manoj Bajpayee|Amit Sadh|Rohini Hattangadi|Ronit Roy|Supriya Pathak|Bharat Dabholkar|Parag Tyagi|Bajrangbali Singh|,0.033453011,0.199193752,Yami Gautam,4.9
Jattu Engineer,Comedy,Amardeep Insan||Divya Insan|Ishwar Insan|Jaswinder Insan|Manoj Insan|Rajesh Insan|Rakesh Insan|Raman Insan|Randhir Insan|Satish Insan|Satyawan Insan|Sukhottam Insan|Vishu Insan|,0.175,0.175,Ashok Insan,6
Half Girlfriend,Drama|Romance,Shraddha Kapoor||Arjun Kapoor|Vikrant Massey|Rhea Chakraborty|Greg Kriek|Anisa Butt|Carishma Basday|Seema Biswas|Paula McGlynn|Adam Davenport|Vikas Mandaliya|Aaron Latta-Morissette|Hugo Salazar Jr.|,-0.044335478,0.267939294,Dalip Sondhi,4.3
Meri Pyaari Bindu,Comedy|Drama|Romance,Ayushmann Khurrana||Anirban Chakraborty|Malvika Sitlani|Nishant Dahiya|Chandrachoor Rai|Prakash Belawadi|Amrita Bagchi|Aarnaa Sharma|Rajatabha Dutta|Kharaj Mukherjee|Abish Mathew|June Malia|Aparajita Adhya|,0.155406746,0.321279762,Parineeti Chopra,5.8
Sachin,Documentary|Sport,Sachin Tendulkar||Mayuresh Pem|,0.080660372,0.161567198,Mayur More,8.6
Hindi Medium,Comedy|Drama,Irrfan Khan||Dishita Sehgal|Deepak Dobriyal|Swati Das|Amrita Singh|Sumit Gulati|Angshuman Nandi|Neha Dhupia|Sahani|Arha Mahajan|Shiva Kumar|Sachin Kumar|Kiran Khoje|,0.089350106,0.202616317,Saba Qamar,7.8
Welcome Back,Action|Comedy|Crime,Anil Kapoor||Dimple Kapadia|John Abraham|Shruti Haasan|Shiney Ahuja|Paresh Rawal|Naseeruddin Shah|,0.070150648,0.117600437,Nana Patekar,4.2
Baby,Action|Thriller,Akshay Kumar|Danny Denzongpa||Taapsee Pannu|Anupam Kher|Kay Kay Menon|Sushant Singh|Madhurima Tuli|Mikaal Zulfiqar|Hasan Noman|Rasheed Naz|Kerem Sarikaya|Zachary Coffin|,0.102397808,0.247938836,Rana Daggubati,8
Flat 211,Crime|Mystery|Thriller,Jayesh Raj|Sonal Singh||Digvijay Singh|Danish Kohli|Gautam Vig|Arif Bhaldar|Rahul Taneja|Pooja Gajria|Shailesh Upadhyay|Moumita Moitra|Piya Bhatnagar|Ravi Kaiwart|Jai Soni|,-0.3625,0.395833333,Samonica Shrivastava,5.9
Dear Maya,Drama|Romance,Manisha Koirala||Shreya Chaudhary|,0.124098406,0.214920691,Madiha Imam,5.2
Raabta,Action|Adventure|Drama,Deepika Padukone|Kriti Sanon||Rajkummar Rao|Varun Sharma|Jim Sarbh|Vikas Verma|Karan Singh Chhabra|Suneel Sinha|Manpreet Toor|Rina Fatania|Nidhi Subbaiah|Rachita Singh|Jashan Singh Kohli|,0.067837225,0.192425155,Sushant Singh Rajput,4.1
Tubelight,Drama|War,Salman Khan|Sohail Khan||Mohammed Zeeshan Ayyub|Yashpal Sharma|Zhu Zhu|Matin Rey Tangu|Brijendra Kala|Isha Talwar|Jason D'Souza|Matt Kramer|Neeraj Khetarpal|Kapil Sharma|Mitansh Lulla|,0.034086479,0.167968463,Om Puri,4
Bank Chor,Action|Comedy|Thriller,Riteish Deshmukh||Rhea Chakraborty|Sahil Vaid|Bhuvan Arora|Vikram Thapa|Vikram Gokhale|Upendra Limaye|Naveen Kaushik|Sandesh Kulkarni|Baba Sehgal|Ramakant Dayma|Harpal Singh Sokhi|Suresh Venkat|,-0.052438346,0.142180563,Vivek Oberoi,5.9
Ek Haseena Thi Ek Deewana Tha,Drama,Shiv Darshan||Upen Patel|Lalit Tiwari|Krishan Tandon|Dimppy Ramdayal|Rumi Khan|Soni Kaur|,0.383928571,0.567261905,Natasha Fernandez,5
Jagga Jasoos,Action|Adventure|Comedy,Ranbir Kapoor||Saswata Chatterjee|Chitrak Bandyopadhyay|Sayani Gupta|Saravajeet Tiwari|Nawazuddin Siddiqui|Mir Sarwar|Jimmeey Sirole|Saurabh Shukla|Yulian Caesar|Sarika Singh|Bijou Thaangjam|Denzil Smith|,0.132272727,0.267159091,Katrina Kaif,6.4
Shab,Drama|Romance,Ashish Bisht||Areesz Ganddi|Gaurav Nanda|Arpita Pal|Raj Suri|Sanjay Suri|Raveena Tandon|,0.097771851,0.218930119,Simon Frenay,4.4
Lipstick Under My Burkha,Drama,Aahana Kumra||Konkona Sen Sharma|Plabita Borthakur|,0.060227273,0.131060606,Ratna Pathak Shah,6.8
Indu Sarkar,Drama|History|Thriller,Kirti Kulhari|Tota Roy Chowdhury||Ankur Vikal|Sheeba Chaddha|Parvin Dabas|Abhinav Sharma|Anupam Kher|Manav Vij|Rashmi Jha|Ganesh Kumar|Ishika Taneja|Bikramjeet Kanwarpal|Mujtaba Aziz Khan|,-0.15,0.2125,Neil Nitin Mukesh,6
Jab Harry Met Sejal,Comedy|Drama|Romance,Shah Rukh Khan||BjÃ¶rn Freiberg|Martavious Gayles|Bruce Huther|Attila G. Kerekes|Christina Murphy|Daxesh Patel|Rana Ranbir|Chandan Roy Sanyal|Evelyn Sharma|Manjot Singh|Anjan Srivastav|Aru Krishansh Verma|,-0.001669372,0.187481061,Anushka Sharma,5.3
Te3n,Drama|Mystery|Thriller,Amitabh Bachchan||Vidya Balan|Mukesh Chhabra|Aarnaa Sharma|Prakash Belawadi|Sabyasachi Chakrabarty|Suneel Sinha|Padmavati Rao|Tota Roy Chowdhury|Paritosh Sand|Anupam Bhattacharya|Sumit Samaddar|Madhumita Sen|,0.101488095,0.205654762,Nawazuddin Siddiqui,7.2
Toilet - Ek Prem Katha,Comedy|Drama,Akshay Kumar||Sudhir Pandey|Divyendu Sharma|Anupam Kher|Atul Srivastava|Shubha Khote|,0.012599206,0.100396825,Bhumi Pednekar,7.2
Mubarakan,Comedy|Romance,Anil Kapoor||Ileana D'Cruz|Athiya Shetty|Neha Sharma|Viineet Kumar|Pavan Malhotra|Ratna Pathak Shah|Karan Kundrra|Anil Charanjeett|Rahul Dev|Monisha Hassen|Gurpal Singh|Mohit Chhabra|,0.273182957,0.278070175,Arjun Kapoor,5.6
Babumoshai Bandookbaaz,Action|Crime|Thriller,Nawazuddin Siddiqui||Jatin Goswami|Shradha Das|Divya Dutta|Murli Sharma|Bhagwan Tiwari|Anita Sahgal|Naveen Tyagi|Sanjay Inamdar|Anil George|Simran Nisha|Jeetu Shivhare|,0.025,0.225,Bidita Bag,6.9
Shubh Mangal Saavdhan,Comedy|Romance,Ayushmann Khurrana||Seema Bhargava|Anshul Chauhan|Brijendra Kala|Jimmy Sheirgill|Anmol Bajaj|,0.181373506,0.339708745,Bhumi Pednekar,6.9
Raag Desh,Action|Drama|History,Kunal Kapoor||Mohit Marwah|Kenneth Desai|Mrudula Murali|Kanwaljit Singh|Kenny Basumatary|Vijay Varma|R. Bhakti Klein|,-0.055555556,0.207407407,Amit Sadh,8.3
Daddy,Action|Biography|Crime,Arjun Rampal||Nishikant Kamat|Rajesh Shringarpore|Purnanand Wandekar|Anupriya Goenka|Shruti Bapna|Usha Naik|Shrikant Yadav|Deepak Damle|Raj Arjun|Vijay Sanap|Abhimanue Arun|,0.087665161,0.220713064,Aishwarya Rajesh,6.3
Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family|Fantasy,Robin Williams,-0.294628099,0.59214876,Rami Malek,6.2
Megamind,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,0.072421455,0.216042648,Brad Pitt,7.3
Harry Potter and the Sorcerer's Stone,Adventure|Family|Fantasy,Daniel Radcliffe,0.057913632,0.217196057,Fiona Shaw,7.5
R.I.P.D.,Action|Comedy|Fantasy,Ryan Reynolds,0.033582376,0.143871898,Jeff Bridges,5.6
Godzilla Resurgence,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,0.13517316,0.361688312,Shin'ya Tsukamoto,8.2
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Fantasy,Johnny Depp,-0.046140362,0.501466073,Orlando Bloom,8.1
Harry Potter and the Deathly Hallows: Part I,Fantasy,Rupert Grint,0.129133598,0.209926146,Toby Jones,6.4
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,-0.339488636,0.417897727,Philip Seymour Hoffman,6.7
The Da Vinci Code,Mystery|Thriller,Tom Hanks,0.04860811,0.206203658,Seth Gabel,6.6
Rio 2,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,0.092346629,0.270592415,Rachel Crow,6.4
X-Men 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,0.032308936,0.292734769,Bruce Davison,7.5
Fast Five,Action|Crime|Thriller,Paul Walker,0.152054478,0.479230139,Vin Diesel,7.3
Sherlock Holmes: A Game of Shadows,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,-0.239962121,0.377462121,Eddie Marsan,7.5
Clash of the Titans,Action|Adventure|Fantasy,Liam Neeson,0.060917884,0.179420944,Jason Flemyng,5.8
Total Recall,Action|Sci-Fi,Ronny Cox,0.031000878,0.582591075,Rachel Ticotin,7.5
The 13th Warrior,Action|Adventure|History,Tony Curran,0.013798942,0.194755102,Vladimir Kulich,6.6
Simran,Crime|Drama|Thriller,Kangana Ranaut||Esha Tewari|Jason Louder|Aneesha Joshi|Mark Justice|Rupinder Nagra|Catherine Dyer|James Cole|Robin Dyke|Alexander Garganera|Timothy Ryan Hickernell|Manda Lee|Yajhayra Maria|,0.063571935,0.231285696,Sohum Shah,5.3
Lucknow Central,Action|Drama|Music,Farhan Akhtar||Inaamulhaq|Ronit Roy|Gippy Grewal|Deepak Dobriyal|Rajesh Sharma|,0.018041526,0.203245417,Diana Penty,6.2
A Gentleman,Action|Comedy,Sidharth Malhotra||Darshan Kumaar|Hussain Dalal|Amit Mistry|Rajit Kapoor|Supriya Pilgaonkar|Sunil Shetty|Shaheed K. Woods|Zachary Coffin|Kushal Punjabi|,0.113109309,0.284712883,Jacqueline Fernandez,6.3
Viceroy's House,Biography|Drama|History,Hugh Bonneville||Manish Dayal|Huma Qureshi|Michael Gambon|Om Puri|David Hayman|Simon Callow|Denzil Smith|Neeraj Kabi|Tanveer Ghani|Lily Travers|Jaz Deol|Arunoday Singh|,0.0875,0.27037037,Gillian Anderson,6.7
Patel Ki Punjabi Shaadi,Comedy,Rishi Kapoor||Vir Das|Payal Ghosh|Divya Seth|Bharti Achrekar|Jinal Belani|Prem Chopra|Shilpa Shinde|Daya Shankar Pandey|Karanvir Bohra|Teejay Sidhu|,0.4,0.4,Paresh Rawal,3.9
Newton,Drama,Rajkummar Rao||Anjali Patil|Raghuvir Yadav|,0.044975892,0.198916277,Pankaj Tripathi,7.7
The Final Exit,Horror,Kunaal Roy Kapur||Elena Kazan|Reyhna Malhotra|Ananya Sengupta|Archana Shastry|,0.042633984,0.534030505,Mukesh Hariawala,6.2
Haraamkhor,Drama|Romance,Nawazuddin Siddiqui||Trimala Adhikari|Irfan Khan|Mohammad Samad|Harish Khanna|,0.111466165,0.164390142,Shweta Tripathi,6.4
Poster Boys,Comedy,Sunny Deol||Shreyas Talpade|Randheer Rai|,0.08514126,0.283783095,Bobby Deol,5.5
Mom,Crime|Drama|Thriller,Sridevi||Sajal Ali|Adnan Siddiqui|Abhimanyu Singh|Nawazuddin Siddiqui|Pitobash|Vikas Verma|Adarsh Gourav|Riva Arora|Yuvraj Singh Bajwa|,0.062377478,0.30451728,Akshaye Khanna,7.3
Chef,Comedy|Drama|Family,Saif Ali Khan|Padmapriya|Svar Kamble|Chandan Roy Sanyal|Dinesh P. Nair||Sobhita Dhulipala|Ram Gopal Bajaj|Pawan Chopra|Avtaar Singh Sahani|Vikraman Nair|Ramachandran P.P.|M. Gopalakrishnan|Jayan Cherthala|,0.090321895,0.216900881,Milind Soman,5.7
Rukh,Drama|Mystery,Manoj Bajpayee||Adarsh Gourav|Subhrajyoti Barat|Ahsaas Channa|Bhushan Vikas|Sandesh Kulkarni|Pawan Singh|,0.048713277,0.243612267,Smita Tambe,6.4
Batman & Robin,Action,Michael Gough,0.066265303,0.206724358,Vivica A. Fox,3.7
How the Grinch Stole Christmas,Comedy|Family|Fantasy,Clint Howard,0.078391545,0.163957814,T.J. Thyne,6
The Day After Tomorrow,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,0.050655072,0.221888484,Dennis Quaid,6.4
Mission: Impossible II,Action|Adventure|Thriller,Tom Cruise,0.050275157,0.280538085,Dougray Scott,6.1
The Perfect Storm,Action|Adventure|Drama|Thriller,Karen Allen,0.559098381,0.673452393,Mary Elizabeth Mastrantonio,6.4
Fantastic 4: Rise of the Silver Surfer,Action|Adventure|Sci-Fi|Thriller,Chris Evans,-0.175,0.4,Ioan Gruffudd,5.6
Life of Pi,Adventure|Drama|Fantasy,Suraj Sharma,0.048410392,0.207612206,Rafe Spall,8
Ghost Rider,Action|Fantasy|Thriller,Nicolas Cage,0.064090656,0.181682739,Matt Long,5.2
Jason Bourne,Action|Thriller,Matt Damon,0.04439442,0.170026805,Riz Ahmed,7.1
Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime,Demi Moore,0.297891445,0.52797619,Bernie Mac,4.8
Prometheus,Adventure|Mystery|Sci-Fi,Michael Fassbender,0.004393524,0.037001359,Charlize Theron,7
Stuart Little 2,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,0.05843259,0.199930906,Brad Garrett,5.4
Elysium,Action|Drama|Sci-Fi|Thriller,Matt Damon,0.061733698,0.270653193,Sharlto Copley,6.6
The Chronicles of Riddick,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,0.009353312,0.324685202,Alexa Davalos,6.7
RoboCop,Action|Crime|Sci-Fi|Thriller,Gary Oldman,0.081687162,0.284856421,Abbie Cornish,6.2
Speed Racer,Action|Family|Sport,Scott Porter,0.082909789,0.245610712,Kick Gurry,6.1
How Do You Know,Comedy|Drama|Romance,Shelley Conn,0.04246057,0.255515638,Domenick Lombardozzi,5.3
Knight and Day,Action|Comedy|Romance,Tom Cruise,0.077599427,0.317244675,Marc Blucas,6.3
Oblivion,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,0.020542888,0.213244762,Tom Cruise,7
Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,0.035693043,0.116477124,Christopher Lee,7.6
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,0.082465818,0.139418513,Christopher Lee,6.7
Monsters| Inc.,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,0.072248999,0.198501476,John Ratzenberger,8.1
The Wolverine,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,0.081410452,0.261318166,Tao Okamoto,6.7
Star Wars: Episode I - The Phantom Menace,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,0.017354146,0.132808691,Liam Neeson,6.5
The Croods,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,0.055985189,0.218320431,Emma Stone,7.3
Secret Superstar,Drama|Music,Zaira Wasim||Raj Arjun|Aamir Khan|Tirth Sharma|Kabir Sajid|Farrukh Jaffar|Manuj Sharma|Nikita Anand|Shaan|Monali Thakur|Mona Ambegaonkar|Jasmeet Singh Bhatia|Dianne Commissariat|,-0.170730535,0.559139289,Meher Vij,7.9
The House Next Door,Horror,Prakash Belawadi||Andrea Jeremiah|Atul Kulkarni|Avinash Raghudevan|Siddharth|Suresh|Anisha Victor|,0.04055413,0.214520973,Khushi Hajare,6.8
Ribbon,Drama|Family,Kalki Koechlin||,0.049539065,0.234829008,Sumeet Vyas,6.9
Shaadi Mein Zaroor Aana,Drama|Family|Romance,Rajkummar Rao||K.K. Raina|Alka Amin|Vipin Sharma|Govind Namdev|Navni Parihar|Nayani Dixit|Manoj Pahwa|Neha d Bhriguvanshi|Karanvir Sharma|Abhijeet Singh|Ashish Kapoor|,0.533333333,0.466666667,Kriti Kharbanda,7.6
Roy,Action|Drama|Mystery,Arjun Rampal||Ranbir Kapoor|Barun Chanda|,0.065742063,0.228386078,Jacqueline Fernandez,3.3
Tevar,Action|Drama|Romance,Arjun Kapoor||Manoj Bajpayee|Deepti Naval|Raj Babbar|Shruti Haasan|,0.140550239,0.24254386,Sonakshi Sinha,4.1
Firangi,Comedy|Drama,Kapil Sharma||Monica Gill|Edward Sonnenblick|Kumud Mishra|Anjan Srivastav|Inaamulhaq|Rajesh Sharma|Jameel Khan|Jatinder Kaur|Vishal Om Prakash|Roshni Walia|Naisha Khanna|Sharan Makkar|,0.016781101,0.217235193,Ishita Dutta,4.5
Fukrey Returns,Comedy,Pulkit Samrat||Ali Fazal|Varun Sharma|Priya Anand|Vishakha Singh|Pankaj Tripathi|Richa Chadha|,0.5,0.6,Manjot Singh,6.5
Monsoon Shootout,Action|Crime|Drama,Vijay Varma||Neeraj Kabi|Geetanjali Thapa|Farhan Mohammad Hanif Shaikh|Tannishtha Chatterjee|Sreejita De|R. Balasubramaniam|Iravati Harshe|Omkar Das Manikpuri|Jayant Gadekar|Prithvi Zutshi|Surya Mohan Kulshreshtha|Niranjan N. Asrani|,0.208333333,0.491666667,Nawazuddin Siddiqui,6.5
Ajji,Drama,Sushama Deshpande||Sharvani Suryavanshi|Abhishek Banerjee|Sadiya Siddiqui|Sudhir Pandey|Vikas Kumar|Manuj Sharma|,0.108291408,0.21205177,Smita Tambe,7
Chalk N Duster,Drama,Richa Chadha|,0.1,0.225,Rischa Chadha,6.5
Rebellious Flower,Biography|Drama,Prince Shah||Mantra|Shaneel Sinha|,-0.211111111,0.444444444,Shashank Singh,6.8
Shackle,Drama,Tanima Bhattacharya||Harish Hariaudh|Jagat Singh|Samarth Shandilya|,0.064409272,0.24247389,Chetan Sharma,7.4
Windtalkers,Action|Drama|War,Nicolas Cage,0.00778047,0.091136085,Roger Willie,6
The Huntsman: Winter's War,Action|Adventure|Drama|Fantasy,Chris Hemsworth,0.162878788,0.410984848,Sam Claflin,6.1
Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,0.055611152,0.252816194,Danny Woodburn,5.9
Gravity,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,0.055438324,0.188562598,Basher Savage,7.8
Dante's Peak,Action|Adventure|Thriller,Jamie Ren ©e Smith,0.118979012,0.268382405,Grant Heslov,5.8
Fantastic Four,Action|Adventure|Sci-Fi,Tim Blake Nelson,0.088290462,0.292929567,Reg E. Cathey,4.3
Night at the Museum,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,0.040400984,0.202419114,Rami Malek,6.4
San Andreas,Action|Adventure|Drama|Thriller,Dwayne Johnson,0.054335577,0.186075565,Ioan Gruffudd,6.1
Tomorrow Never Dies,Action|Adventure|Thriller,Vincent Schiavelli,0.085002761,0.233020704,Colin Salmon,6.5
The Patriot,Action|Drama|History|War,Heath Ledger,0.061596514,0.256580985,Adam Baldwin,7.1
Ocean's Twelve,Crime|Thriller,Brad Pitt,0.103837768,0.205297795,Julia Roberts,6.4
Mr. & Mrs. Smith,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,0.085002189,0.221466653,Angelina Jolie Pitt,6.5
Insurgent,Adventure|Sci-Fi|Thriller,Kate Winslet,0.050709559,0.212055089,Theo James,6.3
The Aviator,Biography|Drama,Leonardo DiCaprio,0.08182242,0.241078426,Adam Scott,7.5
Gulliver's Travels,Adventure|Comedy|Family|Fantasy,James Corden,0.072250813,0.189079444,Catherine Tate,4.9
The Green Hornet,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,-0.08724153,0.337609976,Tom Wilkinson,5.8
The A-Team            ,Action|Adventure|Crime,George Peppard,0.069406574,0.215247426,Dirk Benedict,7.6
300: Rise of an Empire,Action|Drama|Fantasy|War,Eva Green,0.016518703,0.144205729,Sullivan Stapleton,6.2
The Smurfs,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,0.031535433,0.264246791,Tim Gunn,5.5
Home on the Range,Animation|Comedy|Family|Music|Western,Steve Buscemi,0.055322589,0.224440447,Roseanne Barr,5.4
Airlift,Drama|History,Akshay Kumar||Kumud Mishra|Prakash Belawadi|Inaamulhaq|Lena|Nissar Khan|Ninad Kamat|Kaizaad Kotwal|Feryna Wazheir|Ajay Kumar|Purab Kohli|Gunjan Malhotra|Pooja Nair|,0.060261975,0.15732931,Nimrat Kaur,8
Badlapur,Action|Crime|Drama,Varun Dhawan||Yami Gautam|Huma Qureshi|Neel Tyagi|Vinay Pathak|Radhika Apte|Pratima Kazmi|Divya Dutta|Kumud Mishra|Ashwini Kalsekar|Murli Sharma|Gopal K. Singh|Zakir Hussain|,0.073867185,0.182553107,Nawazuddin Siddiqui,7.4
Kyaa Kool Hain Hum 3,Comedy,Tusshar Kapoor||Krishna Abhishek|Mandana Karimi|Shakti Kapoor|Darshan Jariwala|Sushmita Mukherjee|Meghna Naidu|Anand Vijay Kumar|Claudia Ciesla|Gizele Thakral|Danny Sura|Jimmy Moses|Gauhar Khan|,-0.4,0.6,Aftab Shivdasani,1.9
Mastizaade,Comedy,Tusshar Kapoor||Sunny Leone|Asrani|Shaad Randhawa|Suresh Menon|Sushmita Mukherjee|Riteish Deshmukh|Harshada Kulkarni|Rina Charaniya|Vivek Vaswani|Karan Dewani|Kurush Deboo|Munish Makhija|,0.111926212,0.313427713,Vir Das,2.3
Ghayal Once Again,Action|Drama,Sunny Deol||Om Puri|Aanchal Munjal|Narendra Jha|Manoj Joshi|Ramesh Deo|Tisca Chopra|Harsh Chhaya|Nadira Babbar|Rishabh Arora|Ruhanika Dhawan|Zakir Hussain|Sebastien Vandenberghe|,0.175,0.15,Soha Ali Khan,6.4
Fitoor,Drama|Romance,Aditya Roy Kapoor||Tabu|Rahul Bhat|Lara Dutta|,0.095133678,0.185393418,Katrina Kaif,5.4
Sanam Re,Drama|Romance,Rishi Kapoor||Yami Gautam|Urvashi Rautela|Neel Tyagi|Delissa Mehra|Navya|Devansh Sharma|Anita Khosla|Prachee Shah Paandya|Ashish Kaul|Dayal|Shashwita Sharma|S.K. Batra|,0.067811355,0.132936508,Pulkit Samrat,3.1
Jai Jawaan Jai Kisaan,Biography|Drama|History,Rati Agnihotri||Rishi Bhutani|Prem Chopra|Imran Hasnee|Jatin Khurana|Avinash Kumar|,0.034090909,0.113636364,Kanchan Awasthi,5.4
LoveShhuda,Comedy|Romance,Girish Taurani||Tisca Chopra|Naveen Kasturia|Sachin Khedekar|Benaf Dadachandji|Yash Pandit|,0.375,0.675,Navneet Kaur Dhillon,4.4
Neerja,Biography|Drama|Thriller,Sonam Kapoor||Yogendra Tiku|Abrar Zahoor|Jim Sarbh|Ali Baldiwala|Vikrant Singta|Parthaa Akerkar|Madhu Anand Chandhock|,0.086376566,0.190227543,Shabana Azmi,7.7
Aligarh,Biography|Drama,Sukhesh Arora||Balaji Gauri|Sumit Gulati|Dilnaz Irani|Sachin Parikh|K.R. Parmeshwar|Rajkummar Rao|Naval Shukla|Ishwak Singh|Nutan Surya|Divya Unny|Suman Vaidya|,0.047041031,0.123998963,Manoj Bajpayee,7.8
Bollywood Diaries,Drama,Raima Sen||Ashish Vidyarthi|Karuna Pandey|Viineet Kumar|Robin Das|,0.030226481,0.150813008,Salim Diwan,6
Allegiant,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,0.035014677,0.231082717,Theo James,5.8
Real Steel,Action|Drama|Sci-Fi|Sport,Hugh Jackman,0.131403088,0.332073431,Torey Michael Adkins,7.1
The Smurfs 2,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,0.024036417,0.182823853,Nancy O'Dell,5.4
Speed 2: Cruise Control,Action|Crime|Romance|Thriller,Jason Patric,0.0802953,0.267998222,Temuera Morrison,3.7
Ender's Game,Action|Sci-Fi,Harrison Ford,-0.149272722,0.409765921,Moises Arias,6.7
Live Free or Die Hard,Action|Adventure|Thriller,Bruce Willis,0.074894183,0.571025069,Jonathan Sadowski,7.2
The Lord of the Rings: The Fellowship of the Ring,Action|Adventure|Drama|Fantasy,Christopher Lee,0.063222234,0.199319657,Orlando Bloom,8.8
Around the World in 80 Days,Action|Adventure|Comedy,Jim Broadbent,0.057251132,0.205737318,Steve Coogan,5.8
Love Shagun,Comedy|Romance,Anuj Sachdeva||Manit Joura|Simpy Singh|Shamin Mannan|Vikram Kochhar|Taran Bajaj|Jameel Khan|Jaswinder Kaur|Rajat Ganguly|Swastika Chakraborty|Anurag Sharma|Saandesh Nayak|Ravi Khemu|,0.488210868,0.450717039,Nidhi Subbaiah,5.8
Tere Bin Laden: Dead Or Alive,Comedy,Parthaa Akerkar||Vikrant Chaturvedi|Iman Crosson|Sugandha Garg|Kunal Gupta|Noel Jacobson|Rohan Khatri|Sikander Kher|Birbal Khosla|Vaibhav Mathur|Piyush Mishra|Jiten Mukhi|Bachan Pachehra|,0.183333333,0.583333333,Krishna Bansal,4.3
Hawaizaada,Biography|Drama,Naman Jain|,0.169963925,0.291028139,Naman Jain,5.5
Rocky Handsome,Action|Thriller,John Abraham||Sharad Kelkar|Teddy Maurya|Diya Chalwad|Kazu Patrick Tang|Shruti Haasan|Prashanti Talpankar|Nathalia Kaur|Paromita Chatterjee|Akanksha Awasthi|Viren Vajpayee|Vansh Sanghani|Jayant Sawarkar|,0.091735969,0.161551917,Nishikant Kamat,6.8
Baaghi,Action|Thriller,Shraddha Kapoor||Sudheer Babu Posani|Paras Arora|,0.096492098,0.201143937,Tiger Shroff,5.2
Global Baba,Thriller,Pankaj Tripathi||Ravi Kishan|Abhimanyu Singh|Leena Balodi|Vishwa Bhanu|,0.024274739,0.107772087,Sandeepa Dhar,5.6
Shortcut Safari,Adventure|Drama|Mystery,Jimmy Sheirgill|,0.014772727,0.149242424,Jimmy shergill,6.1
Ali,Biography|Drama|Sport,Will Smith,0.078782076,0.189138548,Jada Pinkett Smith,6.8
The Cat in the Hat,Adventure|Comedy|Family|Fantasy,Sean Hayes,0.05035443,0.233229731,Kelly Preston,3.8
I| Robot,Action|Mystery|Sci-Fi|Thriller,Will Smith,0.044640773,0.292549,Bruce Greenwood,7.1
Kingdom of Heaven,Action|Adventure|Drama|History|War,Liam Neeson,0.04811828,0.175,Orlando Bloom,7.2
Stuart Little,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,0.018830297,0.176238459,Nathan Lane,5.9
The Princess and the Frog,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,0.125190811,0.196157117,Jenifer Lewis,7.1
The Martian,Adventure|Drama|Sci-Fi,Matt Damon,0.106818169,0.284906087,Donald Glover,8.1
10|000 B.C.            ,Comedy,Mathew Buck,0.014932001,0.181347735,Unknown,7.2
The Blueberry Hunt,Action|Thriller,Kartik Elangovan||Aahana Kumra|P.T. Manoj|Yadu Sankalia|Naseeruddin Shah|Vipin Sharma|Sridevi|Tippu|,0.063333333,0.236666667,Vinay Forrt,5.7
Khamoshiyan,Drama|Horror|Romance,Gurmeet Choudhary||Sapna Pabbi|Debina Choudhary|,0.099100899,0.116589892,Ali Fazal,4
